DIRECCIÓN;TIPO_EVENTO;SUBSECTOR;PROYECTO;TITULAR;MODALIDAD;LUGAR;DEPARTAMENTO;FECHA;HORA;ESTADO;NUMERO_ASISTENTES;NUMERO_MUJERES;NUMERO_HOMBRES;NUMERO_PREGUNTAS;FECHA_CORTE
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEIA-D DEL PROYECTO CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ – BRASIL, TRAMO I;SURVIAL S.A.;NO PRESENCIAL;"RADIO UNIÓN AYMARAES 101.5 FM
DOS (02) NÚMEROS DE CELULAR";APURÍMAC;20210512;10:30:00;REALIZADO;NULL;NULL;NULL;16;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEIA-D DEL PROYECTO CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ – BRASIL, TRAMO I;SURVIAL S.A.;NO PRESENCIAL;"RADIO TITANKA 95.3 FM
FACEBOOK RADIO TITANKA
DOS (02) NÚMEROS DE CELULAR";APURÍMAC;20210513;10:00:00;REALIZADO;NULL;NULL;NULL;6;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEIA-D DEL PROYECTO CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ – BRASIL, TRAMO I;SURVIAL S.A.;NO PRESENCIAL;"RADIO SOL DE LUCANAS 93.5 FM
FACEBOOK DE LA RADIO
DOS (02) NÚMEROS DE CELULAR";AYACUCHO;20210514;08:00:00;REALIZADO;NULL;NULL;NULL;25;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEIA-D DEL PROYECTO CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ – BRASIL, TRAMO I;SURVIAL S.A.;NO PRESENCIAL;"RADIO ÉLITE DE NAZCA 90.3 FM
FACEBOOK DE LA RADIO
DOS (02) NÚMEROS DE CELULAR";ICA;20210515;10:00:00;REALIZADO;NULL;NULL;NULL;2;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;AGRICULTURA;EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) PARA EL  PROYECTO CREACIÓN DE SERVICIOS DEL CENTRO DE BENEFICIO DE GANADO DE LA MUNICIPALIDAD PROVINCIAL DE CAJAMARCA.;MUNICIPALIDAD PROVINCIAL DE CAJAMARCA;NO PRESENCIAL;PLATAFORMA “GOOGLE MEET”;CAJAMARCA;20210520;18:00:00;REALIZADO;17;8;9;10;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;"CREACIÓN DE LA DEFENSA RIBEREÑA EN EL MARGEN DERECHO DEL RÍO MOSNA EN EL SECTOR CHACUAYONGA, DISTRITO DE SAN MARCOS -PROVINCIA DE HUARI-DEPARTAMENTO DE ANCASH""";MUNICIPALIDAD DISTRITAL DE SAN MARCOS ;NO PRESENCIAL;"TRANSMISIÓN POR RADIO TV SAN PEDRO SAT 102.9 FM
FORMULACIÓN DE PREGUNTAS POR EL NÚMERO CELULAR: 979-464850/ 943-496015";ANCASH;20210521;16:00:00;REALIZADO;NULL;NULL;NULL;0;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;MODIFICATORIA DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (MEIA-D) DEL PROYECTO “ENLACE 500 KV NUEVA YANANGO – NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS”;CONSORCIO TRANSMANTARO S.A.;NO PRESENCIAL;RADIO RUMBA (96.3 FM Y 106.9 FM), RADIO MIRAFLORES (100.5 FM) ;HUÁNUCO;20210530;08:00:00;REALIZADO;NULL;NULL;NULL;27;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN CON DEFENSA RIBEREÑA EN LA MARGEN DERECHA DEL RÍO PUCHCA EN LOS SECTORES DE BARRIO INDUSTRIAL - RAHUAPAMPA Y VONCOCOTA DEL DISTRITO RAHUAPAMPA, PROVINCIA HUARI, DEPARTAMENTO ANCASH;MUNICIPALIDAD DISTRITAL RAHUAPAMPA;NO PRESENCIAL;"SALA MS TEAMS
FACEBOOK RAHUAPAMPA
ALTOPARLANTE LOCAL
DOS (02) NÚMEROS DE CELULAR
RECOJO DE PREGUNTAS POR PERSONAL MUNICIPAL EN RAHUAPAMPA";ANCASH;20210531;15:00:00;REALIZADO;NULL;NULL;NULL;24;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CONSTRUCCIÓN DEL SISTEMA DE ALMACENAMIENTO Y REGULACIÓN DE LOS RECURSOS HÍDRICOS EMBALSE CALIENTES SANTA CRUZ – CANDARAVE;GOBIERNO REGIONAL TACNA;NO PRESENCIAL;"SALA MS TEAMS
RADIO ESTUDIO LÍDER 92.7 FM
RADIO CANDARAVEÑA 1400 AM
COMENTARIOS FACEBOOK DE LAS RADIOS
DOS (02) NÚMEROS TELEFÓNICOS";TACNA;20210603;18:00:00;REALIZADO;NULL;NULL;NULL;23;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO  (MEIA-D) DEL PROYECTO “AEROPUERTO INTERNACIONAL JORGE CHÁVEZ;LIMA AIRPORT PARTNERS S.R.L.;NO PRESENCIAL;"PLATAFORMA ZOOM  LINK: HTTPS://ZOOM.US/J/94542852955

RADIO SATÉLITE
(100.7 FM) HTTPS://RADIOS.COM.PE/SATELITE-CALLAO/

RADIO CHALACA (SEÑAL STREAMING) HTTPS://RADIOCHALACA.PE/

FACEBOOK    PRENSA CHALACA  (HTTPS://WWW.FACEBOOK.COM/PRENSACHALACA) 
REDES SOCIALES DE BARRIO UNIDO (HTTPS://WWW.FACEBOOK.COM/BARRIO-UNIDO-784915078206370)
CHALACOS A BORDO (HTTPS://WWW.FACEBOOK.COM/CHALACOSABORDOLAP)
TELEFONO: 1";LIMA;20210612;15:00:00;REALIZADO;NULL;NULL;NULL;85;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;ETAPA ANTES DE LA ELABORACIÓN DEL EIA-D, DEL PROYECTO “CREACIÓN (CONSTRUCCIÓN) DE LA SEGUNDA CALZADA DE LA RUTA PE-1N, TRAMO: LAMBAYEQUE-PIURA, EN LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE Y EN LA PROVINCIA DE SECHURA DEL DEPARTAMENTO DE PIURA, SUB TRAMO II: EMP. INTERCAMBIO VIAL CIUDAD DE OLMOS – INTERCAMBIO VIAL BAYÓVAR (INCLUYE INTERCAMBIO)” ;PROVÍAS NACIONAL;NO PRESENCIAL;RADIO FRECUENCIA MILAGRITOS (94.5 FM), PLATAFORMA ZOOM Y LA RED SOCIAL FACEBOOK (EMISORA RADIAL MILAGRITOS, MUNICIPALIDAD DISTRITAL DE MÓRROPE, MUNICIPALIDAD DISTRITAL DE OLMOS, MUNICIPALIDAD DISTRITAL DE SECHURA Y LA COMUNIDAD CAMPESINA SAN PEDRO DE MÓRROPE)+G19;LAMBAYEQUE;20210624;10:00:00;REALIZADO;NULL;NULL;NULL;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;ETAPA ANTES DE LA ELABORACIÓN DEL EIA-D, DEL PROYECTO “CREACIÓN  (CONSTRUCCIÓN)  DE  LA  SEGUNDA  CALZADA  DE  LA RUTA    PE-1N,    TRAMO:    LAMBAYEQUE-PIURA,    EN    LA    PROVINCIA    DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE Y EN LA PROVINCIA DE SECHURA DEL DEPARTAMENTO  DE  PIURA, SUB TRAMO I: EMP. INTERCAMBIO VIAL  LAMBAYEQUE –INTERCAMBIO  VIAL  CIUDAD  DE  OLMOS  (INCLUYE  EL INTERCAMBIO  Y  LA VÍA  DE EVITAMIENTO  DE MÓRROPE)” ;PROVÍAS NACIONAL;NO PRESENCIAL;RADIO FRECUENCIA MILAGRITOS (94.5 FM), PLATAFORMA ZOOM Y LA RED SOCIAL FACEBOOK (EMISORA RADIAL MILAGRITOS, MUNICIPALIDAD DISTRITAL DE MÓRROPE, COMUNIDAD CAMPESINA SAN PEDRO DE MÓRROPE),;LAMBAYEQUE;20210624;17:00:00;REALIZADO;NULL;NULL;NULL;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;ETAPA ANTES DE LA ELABORACIÓN DEL EIA-D, DEL PROYECTO “CREACIÓN (CONSTRUCCIÓN) DE LA SEGUNDA CALZADA DE LA RUTA PE-1N, TRAMO: LAMBAYEQUE-PIURA, EN LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE Y EN LA PROVINCIA DE SECHURA DEL DEPARTAMENTO DE PIURA, SUB TRAMO III: EMP. INTERCAMBIO VIAL BAYÓVAR –EMP. INTERCAMBIO VIAL EVITAMIENTO SUR DE PIURA” ;PROVÍAS NACIONAL;NO PRESENCIAL;EMISORAS RADIO SAN JOSÉ 106.1 FM Y RADIO FIESTA 91.5 FM, PLATAFORMA ZOOM Y LA RED SOCIAL FACEBOOK (EMISORAS RADIO SAN JOSÉ Y RADIO FIESTA PIURA, MUNICIPALIDAD DISTRITAL CRISTO NOS VALGA, MUNICIPALIDAD DISTRITAL DE EL TALLÁN, MUNICIPALIDAD DISTRITAL DE CURA MORI, MUNICIPALIDAD DISTRITAL DE CATACAOS, LA COMUNIDAD CAMPESINA SAN MARTÍN DE SECHURA Y LA COMUNIDAD CAMPESINA SAN JUAN BAUTISTA DE CATACAOS);LAMBAYEQUE;20210625;18:00:00;REALIZADO;NULL;NULL;NULL;21;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO CENTRALES HIDROELÉCTRICAS LLUCLLA Y LLUTA. ;INLAND ENERGY S.A.C.;NO PRESENCIAL;"PLATAFORMA ""ZOOM"", DE LIBRE ACCESO CIUDADANO. EL CONTENIDO (AUDIO/VIDEO) DEL ""ZOOM"" SE RETRASMITIÓ EN VIVO A TRAVÉS DE LOS SIGUIENTES MEDIOS:
- TELEVISIÓN: CANAL 10
- RADIO VICTORIA: FRECUENCIAS: 92.9 FM, 1470 AM, 101.7 FM - EL PEDREGAL 
- PÁGINA WEB: WWW.RADIOVICTORIAAQP.COM";AREQUIPA;20210626;15:00:00;REALIZADO;NULL;NULL;NULL;31;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEJORAMIENTO DE LA RUTA PE 34-C, TRAMO : DV CHIGUATA-SANTA LUCIA;PROVÍAS NACIONAL;NO PRESENCIAL;PLATAFORMA MEET / PLATAFORMA FACEBOOK;AREQUIPA;20210627;10:00:00;REALIZADO;NULL;15;27;71;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN PARA LA CONEXIÓN DE LA CENTRAL HIDROELÉCTRICA SAN GABÁN III AL SEIN ;HYDRO GLOBAL PERÚ S.A.C.;NO PRESENCIAL;RADIO ALTURA ( 100.9)  (RADIO ALLIN CAPAC 770 AM - 90.5 FM);PUNO ;20210708;16:00:00;REALIZADO;23;3;20;34;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE PROTECCIÓN CONTRA DESBORDES DE AGUA EN EL CENTRO POBLADO DE LLICUA, MARGEN DERECHO E IZQUIERDA DE LA QUEBRADA AGORAGRA (LONG.1395 ML), DISTRITO DE AMARILIS, PROVINCIA Y REGIÓN HUÁNUCO) ;GOBIERNO REGIONAL DE HUÁNUCO;NO PRESENCIAL;"TRANSMISIÓN POR RADIO RUMBA 95.3 FM Y POR LA PLATAFORMA DIGITAL ZOOM HTTPS://US02WEB.ZOOM.US/J/83689574377?PWD
=TTJ6UEDYDKNFBCTRZZUZZHG3MWGVDZ09
ID DE REUNIÓN: 836 8957 4377
NÚMEROS TELEFÓNICOS PARA LA FORMULACIÓN DE PREGUNTAS: 941 637 939 / 932 087 781 / 943 671 959

CÓDIGO DE ACCESO: 123456
";HUÁNUCO;20210709;10:00:00;REALIZADO;NULL;NULL;NULL;23;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN PARA LA CONEXIÓN DE LA CENTRAL HIDROELÉCTRICA SAN GABÁN III AL SEIN ;HYDRO GLOBAL PERÚ S.A.C.;NO PRESENCIAL;RADIO AZANGARO (760. AM)  (RADIO SUPER HITS  101.9 FM);PUNO ;20210709;16:00:00;REALIZADO;24;10;14;34;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MEJORAMIENTO DEL SERVICIO AEROPORTUARIO DE LA REGIÓN LAMBAYEQUE MEDIANTE LA MODERNIZACIÓN DEL AEROPUERTO INTERNACIONAL CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZÁLES DE CHICLAYO;AEROPUERTOS DEL PERU - ADP;NO PRESENCIAL;"TV COSMOS
SONY TV
CANAL 12
RADIO SAN JUAN
RADIO STEREO MIX
HOY NOTICIAS (FANPAGE)
TV COSMOS (FANPAGE)
TV COSMOS (YOUTUBE)
";LA LIBERTAD;20210710;15:00:00;REALIZADO;39;18;21;39;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO CENTRALES HIDROELÉCTRICAS LLUCTA Y LLULLA.;INLAND ENERGY S.A.C.;NO PRESENCIAL;"PLATAFORMA “ZOOM” DE LIBRE ACCESO AL CIUDADANO. EL CONTENIDO (AUDIO/VIDEO) DEL ""ZOOM"" SE RETRASMITIÓ EN VIVO A TRAVÉS DE LOS SIGUIENTES MEDIOS:
- TELEVISIÓN CANAL 10
- RADIO VICTORIA EN LAS FRECUENCIAS:
92.9 FM - AREQUIPA
1470 AM – AREQUIPA
101.7 FM – EL PEDREGAL
- PORTAL WEB: WWW.RADIOVICTORIAAQP.COM";LIMA;20210710;15:00:00;REALIZADO;NULL;NULL;NULL;26;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN PARA LA CONEXIÓN DE LA CENTRAL HIDROELÉCTRICA SAN GABÁN III AL SEIN ;HYDRO GLOBAL PERÚ S.A.C.;NO PRESENCIAL;RADIO AZANGARO (760. AM)  (RADIO SUPER HITS  101.9 FM);PUNO ;20210710;16:00:00;REALIZADO;23;6;10;23;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN PARA LA CONEXIÓN DE LA CENTRAL HIDROELÉCTRICA SAN GABÁN III AL SEIN ;HYDRO GLOBAL PERÚ S.A.C.;NO PRESENCIAL;"RADIO AZANGARO (760. AM)  (RADIO EXA 93.3 FM) RADIO TV ASWANQHARI (580 AM)
";PUNO ;20210711;16:00:00;REALIZADO;53;16;37;58;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN PARA LA CONEXIÓN DE LA CENTRAL HIDROELÉCTRICA SAN GABÁN III AL SEIN ;HYDRO GLOBAL PERÚ S.A.C.;NO PRESENCIAL;RADIO AZANGARO (760. AM)  ;PUNO ;20210712;16:00:00;REALIZADO;23;7;16;31;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;MEJORAMIENTO DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES EN LA LOCALDIAD DE OCUVIRI, CUENCA DEL RÍO OCUVIRI, SUBCUENCA CERRO MINAS, KITA RANCHO Y CANTERÍA EN EL DISTRITO DE OCUVIRI, PROVINCIA DE LAMPA, DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE OCUVIRI;NO PRESENCIAL;"EMISORA RADIAL: RADIO MUNICIPAL OCUVIRI FM 94.3
FACEBOOK MUNICIPALIDAD DISTRITAL OCUVIRI: HTTPS://WWW.FACEBOOK.COM/MUNICIPALIDADDISTRITALDEOCUVIRI
TEELÉFONOS: 950757540 Y 999913209
";PUNO ;20210717;10:00:00;REALIZADO;NULL;NULL;NULL;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN EN LAS RIBERAS DEL RÍO HUAURA VULNERABLE ANTE PELIGRO DE INUNDACIONES EN LAS LOCALIDADES DE 5 DISTRITOS DE LA PROVINCIA DE OYÓN Y 6 DISTRITOS DE LA PROVINCIA DE HUAURA – DEPARTAMENTO DE LIMA;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL;RADIO OYÓN (102.5 FM), RADIO SAYÁN (98.9 FM) Y RADIO UNIVERSAL (101.7 FM) Y PLATAFORMA ZOOM;LIMA;20210723;10:00:00;REALIZADO;NULL;NULL;NULL;26;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES DEL RÍO CAÑETE ENTRE EL TRAMO DESEMBOCADURA DEL RÍO CAÑETE - LOCALIDAD DE PAULLO EN LOS DISTRITOS DE SAN VICENTE DE CAÑETE, NUEVO IMPERIAL Y LUNAHUANÁ DE LA PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL;RADIO KALIDAD (102.7 FM) Y POR LA PLATAFORMA ZOOM;LIMA;20210724;10:00:00;REALIZADO;NULL;NULL;NULL;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES DEL RÍO CAÑETE ENTRE EL TRAMO DESEMBOCADURA DEL RÍO CAÑETE - LOCALIDAD DE PAULLO EN LOS DISTRITOS DE SAN VICENTE DE CAÑETE, NUEVO IMPERIAL Y LUNAHUANÁ DE LA PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL;RADIO KALIDAD (102.7 FM) Y POR LA PLATAFORMA ZOOM;LIMA;20210724;10:00:00;REALIZADO;NULL;NULL;NULL;24;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PERFORACIÓN DE HASTA 12 POZOS ENTRE EXPLORATORIOS Y CONFIRMATORIOS DESDE LAS PLATAFORMAS 26A, 26B, 28A, 28B, 32A Y 32B, PARA INCORPORAR LA LOCACIÓN CONSTITUCIÓN SUR Y FACILIDADES PARA PRUEBAS DE PRODUCCIÓN DESDE LA MISMA LOCACIÓN – LOTE 107. ;PETROLÍFERA PETROLEUM DEL PERÚ S.R.L.;NO PRESENCIAL;EMISORA RADIAL: “RADIO STUDIO SELVA” 98.3 FM - PUERTO BERMÚDEZ;PASCO;20210724;17:00:00;REALIZADO;NULL;NULL;NULL;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;AGRICULTURA;EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) PARA LA CONSTRUCCIÓN DE UNA PLANTA DE BENEFICIOS DE CERDOS.;EMPRESA CERDOS SUR PERÚ S.A.;NO PRESENCIAL;"PLATAFORMA ""ZOOM""";LIMA;20210727;18:00:00;REALIZADO;NULL;NULL;NULL;12;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN FRENTE A INUNDACIONES EN LA QUEBRADA CORRALES, DISTRITO DE CORRALES, PROVINCIA DE TUMBES, DEPARTAMENTO DE TUMBES;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL;"RADIO LA HECHICERA (98.1 FM) Y 
POR LA PLATAFORMA ZOOM Y RETRANSMITIDO EN SIMULTÁNEO POR LAS SEÑALES DE RADIO MÍSTICA – LA CRUZ 104.1 FM, RADIO MAGIA – ZORRITOS 99.3 FM Y RADIO CANOAS DE PUNTA SAL 90.3 FM, ASÍ COMO EN LA PÁGINA WEB DE RADIO LA HECHICERA.";TUMBES;20210814;17:00:00;REALIZADO;NULL;NULL;NULL;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES MEDIANTE CAPTACIÓN, CONTROL Y DERIVACIÓN HACIA EL MAR DE LAS AGUAS DE LAS AVENIDAS DE LA QUEBRADA SAN CARLOS DE LA CUENCA DEL CERRO CENTINELA EN LA PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD” (EN ADELANTE, EL PROYECTO) PRESENTADO POR LA AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS (EN ADELANTE, EL TITULAR),;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL;PLATAFORMA VIRTUAL ZOOM, EMISORA RADIO LIBERTAD DE TRUJILLO (1160 AM), RADIO STEREO DIPLOMAT (92.1 FM) Y LA PÁGINA WEB DE RADIO LIBERTAD DE TRUJILLO;LA LIBERTAD;20210821;14:00:00;REALIZADO;NULL;NULL;NULL;38;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN EN RIBERAS DEL RÍO MOTUPE VULNERABLE ANTE PELIGRO DE INUNDACIÓN EN LOS DISTRITOS DE MOTUPE, JAYANCA, MÓRROPE, PACORA, SALAS Y TÚCUME – 5 DISTRITOS DE LA PROVINCIA DE LAMBAYEQUE – DEPARTAMENTO DE LAMBAYEQUE;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL; EMISORAS RADIO SAN FRANCISCO DE MOTUPE (104.7 FM), RADIO VINO (95.3 FM), RADIO SAN PABLO (103.3 FM) Y RADIO ESTACIÓN 93 (102.7 FM), PLATAFORMA ZOOM Y RETRANSMITIDO EN SIMULTÁNEO POR LAS PÁGINAS WEB DE RADIO SAN FRANCISCO DE MOTUPE, RADIO SAN PABLO Y EL FACEBOOK DEL SR. BRAULIO YESQUEN YUEN. ;PIURA;20210825;17:00:00;REALIZADO;NULL;NULL;NULL;45;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN LA QUEBRADA SAN IDELFONSO, EN LOS DISTRITOS DE EL PORVENIR, TRUJILLO Y VÍCTOR LARCO HERRERA DE LA PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;NO PRESENCIAL;EMISORA RADIO LIBERTAD DE TRUJILLO (1160 AM), RADIO STEREO DIPLOMAT (92.1 FM) Y LA PÁGINA WEB DE RADIO LIBERTAD DE TRUJILLO;LA LIBERTAD;20210828;14:00:00;REALIZADO;NULL;NULL;NULL;31;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO PERFORACIÓN DE HASTA 12 POZOS ENTRE EXPLORATORIOS Y CONFIRMATORIOS DESDE LAS PLATAFORMAS 26A, 26B, 28A, 28B, 32A Y 32B PARA INCORPORAR LA LOCACIÓN CONSTITUCIÓN SUR Y FACILIDADES DE PRODUCCIÓN PARA PRUEBAS DE PRODUCCIÓN DESDE LA MISMA LOCACIÓN CONSTITUCIÓN SUR, LOTE 107.;PETROLÍFERA PETROLEUM DEL PERÚ S.R.L.;NO PRESENCIAL;EMISORA RADIAL: “RADIO STUDIO SELVA” 98.3 FM - PUERTO BERMÚDEZ;PASCO;20210828;15:00:00;REALIZADO;NULL;NULL;NULL;36;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;AGRICULTURA;CREACIÓN DEL SERVICIO DE PREVENCIÓN DE DESASTRES ENTRE LA URB. LAS PEÑAS Y LA AV. LA AMISTAD, CENTRO POBLADO HUNTER – AREQUIPA – AREQUIPA;MUNICIPALIDAD DISTRITAL JACOBO HUNTER;NO PRESENCIAL;"1) PLATAFORMA VIRTUAL GOOGLE MEET
HTTPS://MEET.GOOGLE.COM/ZFR-FMYR-VQA
2) FACEBOOK DE LA MUNICIPALIDAD JACOBO HUNTER
HTTPS://WWW.FACEBOOK.COM/MUNICIPALIDADJACOBOHUNTER
CANALES PARA PREGNTAS: 1) CELULAR 924129254 2) CHAT DE LA SALA VIRTUAL GOOGLE MEET 3) COMENTARIOS EN LA TRANSMISIÓN FACEBOOK REFERIDA";AREQUIPA;20210903;10:00:00;REALIZADO;NULL;NULL;NULL;11;20240530
